np dist gamma
46481462 0.624604250866036 0.0105991592683069
47031585 0.634552897267873 0.0106442537968369
48717757 0.644716330228713 0.0106824347317183
47529138 0.654710853280241 0.0107459280609964
47007016 0.664438148578037 0.0107871434153174
49968223 0.674397171945439 0.0108150205848715
52124600 0.684554256267752 0.010862456059736
48966041 0.694618474764232 0.0109070133938112
51408438 0.704425010956923 0.0109430512275079
49444852 0.714187164620992 0.0109837727298159
56000676 0.724376304708415 0.0109969311066085
53148387 0.734597458941319 0.0110488325588296
54199642 0.744710030816404 0.0110808204297909
53389487 0.754601116802263 0.0111059571901356
54951987 0.764543408100864 0.0111225331130296
57013997 0.774682423072495 0.0111534019822592
53822300 0.784554521875826 0.0111862875546564
56901438 0.79446016969839 0.0112004351445716
58297468 0.804522267444184 0.0112274100965291
57091374 0.814540250519144 0.0112582275527691
59950686 0.824599547955297 0.0112718505837429
56676697 0.834502935208614 0.0112970987394641
62203216 0.84461651659103 0.0113016487418402
59187920 0.854672086281916 0.0113287167165341
61292837 0.864693113009837 0.011346784854095
61052030 0.874686290262845 0.0113628590985206
58736443 0.884430961014568 0.0113901205240142
66615839 0.894575649154276 0.0113842643057396
60955524 0.904699856192808 0.0114172689540566
63179289 0.914580243659908 0.0114368986707317
63755967 0.924515975176729 0.011449081281128
64238390 0.934502707935713 0.0114646220932989
67078146 0.944621757191868 0.0114741130745192
62954919 0.954557285727443 0.0115033952604471
65947410 0.964407767269336 0.011509043161817
68118533 0.974489764482422 0.0115188574505212
65948334 0.984525936169213 0.0115433160448891
71191731 0.994678283111985 0.011542216992527
64808119 1.00468905269194 0.0115610661903774
71589555 1.01470348777928 0.0115533910850533
68469373 1.02480025499088 0.0115699159322543
67622033 1.03464645277717 0.0115805840432498
71841204 1.04458924004609 0.0115756237467029
68752234 1.05458907093838 0.0115904867520723
73401058 1.06459647544695 0.0115844168510451
71513548 1.07470212731159 0.011595912416471
71052326 1.08465500580074 0.0115909921440087
72316978 1.09451180808319 0.0115914944188681
72175871 1.10445328509873 0.0116075140816132
75170589 1.11445448744784 0.0116010505484309
74010947 1.12453702448261 0.0116072849352662
74119389 1.13452952458091 0.011599685740603
78336642 1.14467876714101 0.0116046849863601
74860248 1.15485929137033 0.0116068615651085
74630498 1.16466765462278 0.0116039472344474
75820320 1.17455329752083 0.0116163056511935
78504687 1.18462248252883 0.0116020351807083
77811659 1.19468420046103 0.0116085356427202
77118843 1.20468962512253 0.0116102394812925
75966663 1.21443291389954 0.0116099892220061
79346449 1.22436983033558 0.0116192675755321
83625078 1.23465063775279 0.0116062763293641
78738182 1.24482136431096 0.0116158411156777
80245318 1.25479005405442 0.0116010607551771
76858703 1.26451400416677 0.01160384069982
82507564 1.27442988895082 0.0116025856093826
83309726 1.28459061736251 0.0115886427334036
82283558 1.29472839227446 0.0115980277771696
81493618 1.30470641022538 0.0115750305849995
80934849 1.31451221735334 0.0115797922002928
86439865 1.32463815660851 0.0115697781168256
84061514 1.33481390141177 0.0115527988563566
80323619 1.34464319637496 0.011545438619967
87037297 1.354609111533 0.0115374112730151
84490915 1.36469986675462 0.0115340650756294
85244547 1.37471364198253 0.0115112751219555
85049814 1.38465459990978 0.0115049201556275
84252324 1.39456345074091 0.0115026299806916
88592401 1.40456832887708 0.0114855007717603
85132397 1.4145949905762 0.01148235320156
87871321 1.42456773651754 0.0114639042059801
86704612 1.43453887725796 0.011463312774801
90117747 1.44465827589118 0.0114562872878598
89174682 1.45478315752475 0.0114500360015911
86888934 1.46475516297066 0.0114463327598096
88115043 1.47460987948215 0.0114243681669886
91186405 1.48464736496591 0.0114420099216749
90926265 1.49482175903743 0.0114295570924894
89238164 1.50479919798717 0.0114281871363114
87640148 1.51462444160127 0.0114261186874468
92813605 1.52457753074924 0.0114157767196214
89391343 1.53456064929622 0.0114240127816848
94765195 1.54467276379586 0.0114073489901073
90400071 1.55472444636498 0.011406903846598
91531346 1.56465692440153 0.0114108998801523
94938828 1.57469496790112 0.0114043152598536
90151161 1.5846838067337 0.0114045281050082
93156997 1.59454840132072 0.0113943938962221
92486621 1.60447254378713 0.0113993683700649
97794821 1.61466181619155 0.0113974496342871
94512761 1.62481524303343 0.0113988701505719
92350913 1.63474980733027 0.0113981352548801
95439580 1.64466040157327 0.0113949946013588
94023914 1.65461265162954 0.0114050784492913
98503276 1.66473626451273 0.0113961790341928
93712844 1.67472779224158 0.0114033556962818
94257528 1.68456916994068 0.0114003807299361
99705801 1.69462811606589 0.011403898149967
95484757 1.70470986383854 0.0114074901772629
97198729 1.71467663514296 0.0114037523772011
96209252 1.72459348954325 0.0114064732855982
99511201 1.73468423275044 0.011405118528123
99483157 1.74479748674081 0.011409192764388
95356837 1.75473771231717 0.0114104627884384
98817868 1.76462782950374 0.0114068974547796
96454150 1.77450121136917 0.0114107512134377
101435277 1.78454570012792 0.0114085173795675
100624780 1.79467127291094 0.0114080935269225
97465788 1.80464255850936 0.0114142308462546
100160796 1.81455364341789 0.0114108978311282
102220021 1.82465570459344 0.0114142854948916
101924165 1.83483499081755 0.0114131830037131
99167751 1.8448008669267 0.0114142456809357
99225269 1.85466200909555 0.0114217819618132
104233337 1.86470440599982 0.0114162958869668
100599084 1.87478454539248 0.0114231995502155
101806559 1.88474816020845 0.0114207265575516
100716403 1.89466804563638 0.0114231553302858
101459605 1.9045875970137 0.011428857816408
104643252 1.91460959032361 0.0114242757852693
100818613 1.92461347918623 0.0114291111204976
105647296 1.93464589903682 0.0114216135612165
103302456 1.94476858807133 0.0114258389476277
102607203 1.9547102945366 0.0114242551295146
105281335 1.96471285606673 0.0114172630595859
102523339 1.97473077707964 0.0114260948619917
105272325 1.98468296312467 0.011410376574068
104171028 1.99471629200482 0.0114082538839888
106444695 2.00477252165051 0.011400432669902
103258252 2.01474813562123 0.0113965829028687
102242678 2.02455721591178 0.0113885150301213
109917103 2.03461218284653 0.0113675130707081
104896250 2.04478140830609 0.011367298371421
107136618 2.05479275960085 0.0113450584708058
103302588 2.06471170080368 0.0113390406900344
106956319 2.07465270007958 0.0113158853284975
107056199 2.08465594752014 0.0112994695212472
106426760 2.09470645635081 0.0112893592563398
105366571 2.10458784329554 0.0112709539644962
109364341 2.11464725696941 0.0112560753751432
106822237 2.12472177104332 0.0112322183863745
107748460 2.13468068244686 0.0112145184313428
107878448 2.14474591001245 0.0111993585338967
105088263 2.15459096917492 0.0111877367988537
109866234 2.1645671103944 0.0111542458669771
109618759 2.17471103627133 0.0111398723700705
106780759 2.18467499134597 0.0111310318938266
109298402 2.19468083022354 0.0111117454650854
109489408 2.20471474564902 0.0110793487141481
107941786 2.2147136821064 0.0110810847493822
110889179 2.22475127504142 0.0110581835757941
106974377 2.23472059094085 0.0110478045257879
112154681 2.24478201600808 0.0110166986958707
107063410 2.2547470204032 0.0110134130501868
109596504 2.2646685716525 0.0109956781892253
108661365 2.27459458137498 0.0109857244757457
111924353 2.28465352913254 0.0109712916714997
113917644 2.29490607245366 0.0109504234845534
106327183 2.30487409445348 0.0109586685478648
109413372 2.31468921452066 0.0109423029040551
110273886 2.32462008133151 0.010939354953645
110880610 2.33463018180237 0.0109270929845956
113689170 2.34476679765582 0.0109169350411205
107735619 2.3547400797573 0.0109326604147078
110709852 2.36461547941201 0.0109259317245901
113631791 2.3746901177303 0.0109105856854291
107453600 2.38462957072207 0.0109359127718906
113835221 2.39457321115561 0.0109101486199002
108507777 2.40454361996157 0.0109395837802312
114631249 2.41457512451508 0.0109208504096846
113645316 2.42475644307723 0.0109464473231148
110884514 2.43481960642836 0.0109511245053038
113299294 2.44481858761631 0.0109523802596721
108330574 2.45473048307724 0.0109769712354973
116660430 2.46476523882432 0.0109537764754716
111301563 2.47489993085726 0.0109913067147048
109874171 2.48476957369431 0.0109986077525491
113566865 2.49470203915109 0.011007198218123
109699083 2.50462899482849 0.0110300784331328
113952943 2.51455731120713 0.0110257760631232
112265431 2.52459887244097 0.0110608998210863
112861080 2.53460187820944 0.0110625571121074
114933360 2.54467361710313 0.0110679937791355
113394218 2.55480183260294 0.0110983447501906
112513610 2.56477211098204 0.011107506840554
110792723 2.57467071920917 0.0111249946364363
115823498 2.58470346882016 0.0111072855820924
114006692 2.59482475249238 0.0111339782532189
112003011 2.60482695867986 0.0111506340115095
112587814 2.61470828830285 0.011160622754513
113083259 2.62470060192351 0.011167978132242
113345917 2.63465799176307 0.0111694266825991
113143157 2.64464239704303 0.0111883703079632
114819447 2.6547113863228 0.0111932709666244
113433572 2.66473797785217 0.0112003491384441
112171186 2.67469350880729 0.0112058706821074
115599649 2.68469444770131 0.0112124923812947
112690256 2.69475110189385 0.0112221040273357
112329801 2.70467082988389 0.0112279195833194
115656065 2.71467426401875 0.0112187958987549
114603198 2.72482086244737 0.0112300135457435
113343891 2.73480818114097 0.0112472699787302
111695359 2.74472196074587 0.0112393125295905
115348740 2.75470921526074 0.0112398085433249
113372911 2.76472718597478 0.0112472446542462
114504302 2.77477010296613 0.0112534322361516
113029278 2.78472708060426 0.0112645008879802
113877916 2.79472254728338 0.011253529666189
115050103 2.8047543267241 0.0112600360957087
112018771 2.81471449088311 0.011275290037967
113871237 2.82466438328779 0.0112766492730551
113425475 2.83462404232668 0.0112891645552235
116064442 2.84471417220493 0.0112852716841862
114293428 2.85480046473768 0.0112983791043689
111552052 2.86472246024639 0.0113171489993561
114068522 2.87465307377821 0.0113210034664333
114509055 2.88467370917909 0.0113305130543771
115086730 2.89477032425805 0.0113487519435391
115131631 2.90486183868789 0.0113635589792247
108888741 2.91470774450929 0.0113880068136264
117857070 2.92468546577001 0.0113866954351874
112878274 2.93479873466461 0.0114212244901705
114194505 2.94479121864888 0.0114348662516486
112593005 2.95474542488792 0.0114603725155238
115035508 2.96477393845337 0.0114828819207398
115276730 2.9748618852389 0.0114958839400681
111363377 2.98483488984992 0.0115306111293036
113383105 2.99472731648132 0.0115489949980343
